name,age,grade
Leonard Freeman,25,C
Jerry Hill,21,C
Robert Casey,24,B
Renee Spencer,22,C
Julie Brown,21,C
Henry Tate,20,B
Stephanie Jones,19,A
Alyssa Brown,18,B
Amy Gibson,23,D
Hannah Garcia,21,D
Carlos Hayes,23,B
Crystal Moore,21,A
William Harrell,23,D
Jennifer Newton,19,D
Jamie Jones,18,C
Meredith Lawrence,20,A
Jennifer Ford,21,A
John Hayes,22,D
William Mullins,22,C
Austin George,22,B
Willie Bowers,22,B
Karen Maldonado,20,A
Mary Romero,19,D
James Allen,20,C
Megan Graves,23,C
Carrie Glover,22,D
David Castillo,22,D
Amanda Jimenez,21,B
Janet Steele,23,A
Tyler Sharp,25,A
Angela Houston,20,A
Curtis Howard,22,B
Shawn Strickland,23,B
Jacqueline White,25,D
Tiffany Jones,19,C
Jessica Quinn,24,D
Lisa Mcknight,18,A
Jessica Gould,18,C
Leslie Lane MD,23,A
Michael Green,20,C
Lucas Mason,18,B
Sheila Little,23,B
Zachary Collins,19,C
Michelle Miller,24,B
Scott Johnson,25,D
Alyssa Brooks,18,C
Rita Baldwin,24,C
Kristin Malone,21,B
Erin Gutierrez,18,D
Elizabeth Alvarado,19,C
Glenn Ellis,20,A
Jonathan Cunningham,24,B
Alexandra Robles,25,C
Travis Austin,22,D
Michael Campbell,22,B
Paula Nelson,20,A
Yvonne Gordon,19,C
Charles Ramos,24,A
Mark Adkins,21,A
Bryan Duran,19,B
Amy Wallace,24,C
Gerald Carlson,20,B
Michael Taylor,20,B
Jessica Ortega,22,C
Thomas Perry,21,C
Virginia James,20,B
Matthew Brown,25,A
Dennis Price,20,B
Melissa Johnson,18,B
David Lawrence,22,A
Mrs. Danielle Davis,24,D
Jacob Lin,23,A
Tony Payne,20,D
Alexandra Mitchell,20,A
Andrew Calhoun,18,C
Thomas Cherry,23,D
Mary Esparza,20,B
Randy Smith,21,D
Bobby Saunders,19,C
Larry Miller,19,C
Carrie Hughes,19,B
Lauren Lin,22,C
Angela Klein,25,D
Karen Richard,24,D
Kimberly Maldonado,20,B
Jeffrey Schmitt,21,D
Karen Chan,23,B
Willie Morgan,24,B
Kelsey Spencer,24,B
Melody Chavez,19,A
Derek Mason,21,B
Patrick Harper,19,D
Ebony Flores,20,B
Alexis Santana,25,C
Jason Taylor,20,B
Heather Reynolds,22,A
Jared Robertson,24,A
Robert Jackson,24,B
Ariana Walker,22,C
Taylor Chambers,20,D
Christopher Pacheco,19,C
Karen Davis,19,B
Ashley Taylor,24,B
Michael Snyder,21,B
Charles Mendoza,23,B
Scott Lewis,20,A
Matthew Hernandez,21,D
Danielle Merritt,24,D
Luis Haynes,19,D
Matthew Kirk,23,A
Vanessa Clark,23,B
Stephanie Aguilar,24,A
Shannon Costa,19,A
Raymond Reilly,20,C
Bryan Walker,25,B
Jessica Hayden,18,C
Philip Martin,23,A
Matthew Hoffman,18,C
Amber Ramirez,20,C
Mrs. Catherine Clay MD,18,A
Shawn Graham,20,B
Meghan Morris,25,D
Morgan Myers,22,A
Dr. Michele Hansen,21,B
Bryan Sims,21,D
Patricia Holland,23,D
Morgan Merritt,21,D
Wanda Chase,25,B
Nancy Gonzales,19,D
Dale Moore PhD,20,A
Joanne Mercer,22,D
Michael Mcdaniel,20,D
Olivia Booker,23,A
Erin Jacobs,22,D
Philip Wolf,18,D
Brian Wilson,19,C
Laura Koch MD,21,B
Jennifer Mitchell,22,D
Kristin Torres,19,C
Gregory Duncan,24,A
Daniel Lee,22,A
Dr. Angela Kerr DDS,21,B
Alisha Martinez,22,A
Robert Fernandez,24,B
Sherry Walker,21,C
Janet Figueroa,22,A
Kenneth Ochoa,23,A
Brittany Smith,20,B
Travis Rogers,23,A
Dr. Jason Ortega,22,A
Kevin Jenkins,18,D
Tina Moore,19,D
Katherine Fisher,24,D
Erin Campbell,18,D
Michelle Johnson,20,B
Tyler Graham,25,D
Chad Mayer,23,C
Jason Erickson,18,A
Johnny Welch,25,B
Melinda Sanchez,25,D
Erica Dean,19,B
Thomas Davis,20,B
Christina Mosley,25,C
Rita Stein,25,B
William King,21,D
Howard Bowers,20,B
Christopher Clark,25,C
Mr. Richard Freeman,20,D
Nicholas Yang,24,D
Toni Neal,24,A
David Cook,20,B
Kelly Romero,23,D
Cassidy Miller,21,A
Mr. Robert Black,23,C
Jessica Walker,24,C
Amanda Jacobs,25,D
Joseph Cunningham,20,A
Dr. Kari Gonzalez,18,A
Lori Martinez,18,D
Michael Leonard,20,D
Christina Hale,25,A
Daniel Stevens,19,D
Brian Yates,18,A
Andrew Farley,20,D
Joseph Lewis,18,C
Jamie Taylor,19,A
Joseph Mendoza,24,B
Edward Johnson,18,A
Dr. David Ball,19,B
Shannon Murphy,25,D
Deborah Robertson,18,A
Peter Kaiser,24,C
Michael Perez,22,C
Antonio Johnson,18,A
Tammy Dixon,24,D
Keith Jenkins,18,C
Justin Lara,18,D
Shawna Jones,20,A
Alan Contreras,22,B
Ronald Hunt,25,A
Seth Smith,21,C
Albert Rios,25,C
Ashley Baldwin,23,A
Joshua Frazier,23,D
Katrina Juarez,24,C
Keith Brennan,20,B
Lisa Roberts,19,D
Katrina Thompson,23,D
Thomas Morton,23,A
Cindy Berger,25,A
Dr. Victoria Phelps,24,D
Shirley Gates,21,D
Mary Rich,23,A
Kimberly Hall,22,A
Brandon Snyder,24,B
Robert Phillips,22,A
Roberta Sharp,24,B
James Guerrero,21,C
Elizabeth Lopez,19,C
Cassidy Delacruz,21,A
Christopher Scott,18,A
Christopher Hanson,25,A
Andrew Jones,20,A
Elizabeth Watson,20,D
Taylor Smith,20,B
Alexander Washington,24,D
Lawrence Morris,25,D
Cheryl Morgan,23,D
Teresa Luna,25,D
Melody Best,18,A
Martin Mcbride,19,D
Stanley Mcmahon,22,D
Amanda Osborn,22,B
Heather Williams,18,B
Connor Glenn,24,C
Jacqueline Hall,18,D
Steven Moody,24,D
Mario Wilkerson,23,B
Kayla Reid,25,C
Brandon Owens,20,C
Jerry Patel,21,A
Erin Thomas,18,D
Anita Smith,23,B
Kerri Anderson,25,A
Patricia Stewart,23,B
David Owens Jr.,22,B
Michael Snyder,25,D
Carl Jackson,18,D
James Mitchell,22,B
Karen Allen,23,A
Joshua Scott,19,C
Johnathan Day,24,B
Chelsey Davis,19,C
Haley Garcia,18,B
Stephanie Mullins,22,B
Michelle Hays,18,A
Michael Humphrey,23,A
Jonathan Fernandez,21,B
Nicole Colon,20,B
Kathryn Aguilar,24,C
Todd Young,25,C
Jessica Kramer,19,B
Steven Christensen,20,D
Sharon Love,24,C
Sarah Watts,22,C
Brian Henderson,18,C
Lisa Brown,19,B
Alexis Cardenas,24,D
Albert Wolf,20,C
Jesse Smith,21,A
Heather Lewis,19,C
Gina Miller,24,C
Laura Adams,19,C
Donald Gutierrez,18,A
William Rodriguez,22,A
Anna Cole,23,D
Michelle Silva,18,B
Linda Turner,20,B
Ellen Ward,22,D
Laura Montgomery,19,A
Adam Atkinson,24,A
William Chambers,21,C
Shannon Morales,24,A
Edward Shelton,22,C
Ashley Perez,18,D
Roger Cox,20,D
Kelly Douglas,24,C
Lori Rodriguez,24,A
Allen Sanchez,23,C
Jessica Jackson,18,D
John Montoya,25,C
Eduardo Brown,20,D
Michael Sullivan,23,C
Jordan Jones,21,B
Scott Martin,21,C
Audrey Stewart,24,D
Vanessa Casey,24,B
Eric Fleming,21,D
Kathleen Miller,25,D
Brian Miranda,18,C
Melissa Mason,20,B
Dr. Amber Bradford,18,C
James Howard,24,B
Richard Freeman,19,A
Douglas Walters,21,C
Amber Hayes,18,B
Matthew Huber,22,C
Samuel Scott,22,D
Kimberly Carrillo,18,B
Christina Jackson,19,C
Alyssa Jordan,21,C
Geoffrey Griffith,22,A
Mary Hodges MD,18,A
Robert Burton,18,C
Amanda Terry,25,D
Valerie Munoz,22,C
Theresa Lawrence,24,C
Brett Austin,21,A
Jonathan Stanton,22,B
Curtis Hughes,21,D
Stacy Payne,23,C
William Mcgee,18,A
Marcus Cantrell,22,A
Julie Evans,25,C
Ronald Lee,20,C
Jessica Martinez,22,D
Charles Ward,25,B
Casey Carter,18,B
Stephen Haley,24,C
Lance Coleman,25,B
Charles Reed DDS,18,D
Stephanie Hill,25,A
Joe Thomas,24,A
Melissa Watson,23,A
Amanda Lin,25,B
Jessica Contreras,24,A
Patrick Thompson,18,B
Sarah White,24,D
Walter Watson,19,A
Joshua Glover,21,A
Kristine Howell,23,A
Charles Robertson,19,C
Laura Thompson,23,C
Maureen Sanders,24,C
Matthew Daniels,24,A
Charles Garner,20,D
Megan Sanders,21,B
Cory Brown,24,D
Johnny Garza,20,D
Sheila Miller,20,A
Jessica Yang,24,A
Brian Black,22,A
Stacey Malone,23,C
Daisy Young,23,B
Thomas Lucas,22,C
Gwendolyn Bowman,25,B
Patrick Jones,23,C
Ashley Scott,21,D
Zachary Ward,19,B
Hector Holmes,22,B
Christina Davidson,19,C
Dr. Julie Thomas MD,18,B
Gwendolyn Lopez,24,B
Jennifer Meyer,24,A
Thomas Singleton,18,D
Michael Moore,21,A
William Kirby,19,D
Brandon Schmidt,20,B
Wendy Brown,19,A
Devon Pruitt,24,B
Sandra Smith,23,C
Nicole Clark,24,B
Melissa Lindsey,25,C
Donna Williams,18,C
Amanda Todd,20,C
Mr. Keith Ingram,24,D
Patty Wright,21,D
Nancy Barnes,25,B
Ashley Johnson,20,C
Michael Bender,22,C
Casey Rodriguez,24,B
Jeanette Simon,21,C
Andrew Munoz,23,B
Matthew Woods,23,A
Steve Hudson,19,B
Leslie Smith,24,A
Sarah King,18,D
Kim Christensen,25,B
Anthony Jimenez,20,C
James Farley,22,D
Joseph Johnson,22,A
Michael Taylor,22,D
Brian King,22,B
Hannah Rodriguez,25,D
Jerry Villanueva,21,C
Timothy Mann,20,A
John Sanchez,23,B
Taylor Perry,18,D
Isabella Cook,18,D
Nicholas Nelson,24,C
John Dyer,24,C
Debbie James,22,C
Randy Miller,21,B
Matthew Bruce,19,C
Johnny Adams,21,B
Katie Lewis,19,B
David Solis,24,C
Troy Henson,19,D
Robert Salas,22,C
Terri Rose,24,A
Patrick Valenzuela,24,C
Dustin Carlson,21,B
Nathan Rojas,21,D
Anthony Ross,22,D
Michael Logan,25,D
Christopher Martin,23,A
Dr. Adam Cruz,18,C
Jason Jimenez,22,A
Emily Peterson,23,D
Meredith Freeman,25,A
Kevin Crawford,20,A
Christian Roth,19,D
Matthew Williams,23,C
Brad Johnson,18,D
Nicole Rodriguez,18,D
Audrey Haley,20,B
Alyssa Ortega,21,A
Adam Kim,23,C
Jorge Morrison,25,A
Mr. Jay Zavala,19,A
Dr. William Jackson,19,C
David Moore,18,C
Jeremiah Davis IV,20,D
Lisa Scott,21,C
Patrick Davis,21,A
Christopher Garcia,19,B
Sandy Franco,22,A
Erica Pierce,20,B
Jeffrey Davis,19,A
Jerry Chung,21,A
Jennifer Keller,19,C
Lisa Rodriguez,20,B
Carolyn Garcia,18,D
Susan Morales,24,B
Jessica Travis,25,C
Jeffrey Compton,21,D
Matthew Scott,20,D
John Nelson,19,D
Amber Yates,24,C
Mark Berry,20,C
Abigail Reyes,24,A
Sergio Caldwell,22,B
Alexander Baker,19,A
Amy Jones,21,A
Mr. Bryan Olson,25,B
Lauren Hanson,21,D
Sandra Butler,25,A
Victor Dean,23,B
Bruce Lawrence MD,20,C
Steven Nelson,21,C
Susan Perez,23,B
Terri Gilmore,18,C
Brett Knight,22,D
Danielle Ramsey,22,A
Stephanie Ross,22,D
Max Travis,20,B
Amanda Grant,18,B
Wesley Blackwell,18,B
Paige Alvarez,18,B
Justin Frazier,21,D
Dan Martin,24,C
Veronica Melton,24,D
Casey Cohen,19,A
James Brown,23,A
Barbara Mueller,25,A
Kathy Moody,20,B
Sean Stevens,24,C
Jesus Barker,20,A
Debbie Fisher,20,B
Robert Walsh,18,A
Calvin Green,21,C
Bridget Molina,23,B
Kimberly Villanueva,22,B
Brittany Osborne MD,23,B
Brian Patterson,22,B
Krystal Moon,18,D
Anthony Kelly MD,22,B
Kimberly Avery,23,A
Karen Bonilla,18,D
Earl Nguyen,22,B
Erica Vasquez,22,C
Tara Martinez,20,A
